"","gene","len"
"1611","SPBC3E7.12c",1.903
"1612","SPAC3A12.11c",1.414
"1613","SPBC21C3.15c",1.643
"1614","SPAC4A8.14",1.737
"1615","SPNCRNA.1616",1.58
"1616","SPNCRNA.1615",1.73
"1617","SPAC607.07c",0.95
"1618","SPCC191.04c",0.57
"1619","SPCC191.05c",1.053
"1620","SPBC1539.07c",1.591
"1621","SPAC4A8.06c",2.139
"1622","SPAC5H10.13c",2.372
"1623","SPAC27D7.08c",1.849
"1624","SPBC106.07c",2.85
"1625","SPBC660.17c",1.043
"1626","SPAC16C9.01c",2.03
"1627","SPBC13E7.03c",4.403
"1628","SPAC10F6.03c",2.359
"1629","SPCC297.06c",1.136
"1630","SPAC23C4.12",2.18
"1631","SPBC2F12.04",0.724
"1632","SPAC31A2.07c",2.805
"1633","SPBC1198.09",2.395
"1634","SPBC1711.04",1.353
"1635","SPAC6F12.10c",4.319
"1636","SPAC3G9.09c",1.306
"1637","SPAC1805.15c",2.536
"1638","SPNCRNA.945",1.239
"1639","SPCC162.03",1.566
"1640","SPSNORNA.06",0.09
"1641","SPAC2F3.13c",2.34
"1642","SPAC2F3.12c",1.108
"1643","SPBC1604.21c",3.393
"1644","SPBPB7E8.01",4.959
"1645","SPBC354.04",1.107
"1646","SPAC22A12.01c",3.108
"1647","SPAC589.06c",1.137
"1648","SPCC126.03",2.005
"1649","SPBC1198.10c",3.03
"1650","SPBC776.03",1.299
"1651","SPSNRNA.06",0.152
"1652","SPAC823.05c",1.472
"1653","SPBC119.13c",2.082
"1654","SPCC320.06",6.714
"1655","SPNCRNA.62",0.389
"1656","SPCC895.07",2.903
"1657","SPCC18.13",1.838
"1658","SPAC2F3.18c",0.926
"1659","SPBC21H7.05",2.24
"1660","SPAC222.12c",1.906
"1661","SPBC887.11",1.843
"1662","SPBPB10D8.04c",1.488
"1663","SPBC20F10.06",1.133
"1664","SPAC664.01c",1.668
"1665","SPBC36.09",2.192
"1666","SPCC70.06",3.166
"1667","SPBC20F10.08c",3.751
"1668","SPCC14G10.04",2.967
"1669","SPNCRNA.1607",1.948
"1670","SPAC4F8.01",1.176
"1671","SPAC3C7.07c",1.783
"1672","SPBC28F2.05c",1.051
"1673","SPBC36B7.09",5.612
"1674","SPAC1250.01",4.047
"1675","SPAC19B12.07c",1.642
"1676","SPAC110.03",1.603
"1677","SPBC119.03",1.104
"1678","SPBC18H10.16",5.319
"1679","SPBC115.01c",2.071
"1680","SPAC4A8.04",2.167
"1681","SPBC405.04c",1.357
"1682","SPBC20F10.01",1.14
"1683","SPBC30B4.08",2.621
"1684","SPAC4G9.03",0.894
"1685","SPAC1B3.01c",2.199
"1686","SPBC409.19c",2.918
"1687","SPAC1486.09",1.679
"1688","SPAC31G5.13",1.676
"1689","SPBC887.17",2.695
"1690","SPBC13G1.04c",1.446
"1691","SPAC1952.16",5.49
"1692","SPAC10F6.12c",1.267
"1693","SPAC821.09",3.676
"1694","SPBC4B4.09",2.461
"1695","SPBC15D4.10c",1.54
"1696","SPAC3C7.09",1.535
"1697","SPAC23A1.04c",3.282
"1698","SPAC23C4.04c",0.476
"1699","SPBP4H10.15",3.251
"1700","SPAC25B8.05",1.931
"1701","SPCC1183.03c",1.894
"1702","SPBC16A3.15c",1.842
"1703","SPAC1142.06",1.706
"1704","SPCC1795.07",4.062
"1705","SPBP35G2.07",2.465
"1706","SPAC17A2.09c",2.339
"1707","SPAC3A12.15",2.807
"1708","SPCC306.11",1.886
"1709","SPAC8C9.12c",2.303
"1710","SPBC11G11.03",1.38
"1711","SPBC2D10.12",1.619
"1712","SPAC22G7.10",2.053
"1713","SPAC9E9.15",0.855
"1714","SPCC895.03c",1.817
"1715","SPAC12G12.11c",1.683
"1716","SPBC1271.12",2.476
"1717","SPAC1B3.11c",1.698
"1718","SPNCRNA.635",0.707
"1719","SPCC1223.05c",0.521
"1720","SPCC736.14",4.092
"1721","SPAC10F6.13c",1.516
"1722","SPBC27B12.05",2.057
"1723","SPCC126.02c",2.605
"1724","SPAC26A3.08",1.241
"1725","SPBC26H8.05c",1.572
"1726","SPBC119.15",1.439
"1727","SPNCRNA.515",0.105
"1728","SPNCRNA.1651",0.417
"1729","SPBC18E5.03c",1.765
"1730","SPAC2E1P5.01c",2.204
"1731","SPAC12B10.09",1.544
"1732","SPAC589.12",3.196
"1733","SPBC3H7.07c",1.469
"1734","SPAC1952.08c",2.736
"1735","SPCC1020.06c",1.506
"1736","SPBC365.06",3.446
"1737","SPCPB16A4.03c",2.089
"1738","SPBC19C7.02",6.343
"1739","SPNCRNA.1258",0.92
"1740","SPCC576.03c",0.765
"1741","SPBC365.12c",2.668
"1742","SPAC144.15c",4.268
"1743","SPAC1751.03",1.591
"1744","SPNCRNA.1116",2.697
"1745","SPAC22G7.01c",2.378
"1746","SPBC25B2.04c",1.313
"1747","SPAC13G7.06",1.441
"1748","SPBC21.05c",2.458
"1749","SPBC18E5.05c",1.34
"1750","SPAC1782.02c",1.187
"1751","SPNCRNA.838",2.567
"1752","SPAC23D3.07",1.567
"1753","SPAC19B12.03",7.102
"1754","SPAC2C4.13",3.09
"1755","SPBC1711.03",1.48
"1756","SPAPB2B4.07",1.617
"1757","SPCC1795.06",3.726
"1758","SPAP7G5.04c",4.417
"1759","SPAC8E11.05c",2.374
"1760","SPAC22F8.07c",2.152
"1761","SPNCRNA.893",1.339
"1762","SPBP23A10.07",3.837
"1763","SPAC1687.20c",2.175
"1764","SPBC28E12.05",5.344
"1765","SPAC25G10.03",1.646
"1766","SPAC823.12",3.109
"1767","SPBC16D10.02",1.581
"1768","SPAC3H8.08c",2.146
"1769","SPAC4G8.11c",2.288
"1770","SPNCRNA.1269",1.771
"1771","SPNCRNA.123",0.423
"1772","SPBC18E5.11c",3.425
"1773","SPAC343.02",1.271
"1774","SPCC16C4.12",0.886
"1775","SPBC21B10.05c",1.47
"1776","SPAC18G6.01c",1.8
"1777","SPAC1039.04",2.074
"1778","SPBC4C3.10c",1.832
"1779","SPAC1002.11",2.069
"1780","SPCC191.07",1.139
"1781","SPCC794.15",0.974
"1782","SPCC622.14",2.467
"1783","SPMITTRNACYS.01",0.069
"1784","SPAC607.05",1.415
"1785","SPBC13A2.01c",2.3
"1786","SPAC29A4.14c",2.22
"1787","SPCC645.05c",5.032
"1788","SPAC4F10.19c",1.086
"1789","SPBC1A4.07c",1.976
"1790","SPAC9E9.02",2.668
"1791","SPBC56F2.10c",1.664
"1792","SPBC3B9.03",2.08
"1793","SPSNORNA.31",0.076
"1794","SPBC1306.02",3.663
"1795","SPCC24B10.10c",1.346
"1796","SPAP7G5.06",2.963
"1797","SPCC1919.10c",5.051
"1798","SPAC4H3.16",2.685
"1799","SPAC1006.04c",4.105
"1800","SPBC691.02c",3.499
"1801","SPNCRNA.989",2.168
"1802","SPAC23H4.10c",3.506
"1803","SPAC30D11.05",1.873
"1804","SPAC17A2.08c",1.721
"1805","SPAC821.05",1.791
"1806","SPAC12B10.12c",2.521
"1807","SPAC1834.02",4.926
"1808","SPBC1734.13",1.302
"1809","SPBP16F5.06",2.105
"1810","SPBC1711.10c",2.447
"1811","SPCC63.07",1.368
"1812","SPCC16C4.15",1.597
"1813","SPNCRNA.909",1.729
"1814","SPAC1705.03c",1.955
"1815","SPCC1442.10c",4.11
"1816","SPAC16A10.03c",4.176
"1817","SPBC365.10",2.468
"1818","SPCC16C4.09",4.825
"1819","SPAC4G8.09",2.894
"1820","SPAC637.08",1.271
"1821","SPAC56F8.08",1.196
"1822","SPBC887.14c",2.963
"1823","SPBC15D4.02",3.589
"1824","SPCTRNAGLY.12",0.071
"1825","SPBC13E7.08c",2.768
"1826","SPBC31E1.05",1.771
"1827","SPCC645.07",4.26
"1828","SPCC1020.13c",2.847
"1829","SPBC4B4.11",3.975
"1830","SPCC162.09c",4.308
"1831","SPNCRNA.1027",3.161
"1832","SPAC521.02",0.969
"1833","SPBC1711.07",2.322
"1834","SPAC823.09c",1.434
"1835","SPBP8B7.07c",1.788
"1836","SPAC20H4.05c",3.512
"1837","SPNCRNA.1456",1.576
"1838","SPBC3E7.14",1.274
"1839","SPAC22G7.06c",6.951
"1840","SPBC31F10.10c",3.384
"1841","SPAC17H9.07",1.331
"1842","SPAC2G11.02",4.301
"1843","SPAC19G12.13c",2.366
"1844","SPCC18.03",3.682
"1845","SPAPB24D3.02c",2.243
"1846","SPBC23E6.10c",1.418
"1847","SPBC19C2.06c",2.823
"1848","SPBC1347.02",1.459
"1849","SPBC776.08c",3.669
"1850","SPAC23C11.05",1.32
"1851","SPAC27E2.02",1.572
"1852","SPBC3H7.15",2.21
"1853","SPCC16C4.22",0.841
"1854","SPBC32F12.12c",1.41
"1855","SPAC23H3.06",3.247
"1856","SPAC13F5.01c",3.275
"1857","SPBC342.03",1.469
"1858","SPBC1685.13",3.036
"1859","SPNCRNA.133",1.324
"1860","SPAC6F6.16c",3.476
"1861","SPBC119.10",2.3
"1862","SPBC21.06c",4.156
"1863","SPCC613.02",2.407
"1864","SPBC6B1.08c",2.004
"1865","SPAPB8E5.06c",1.545
"1866","SPAC24B11.11c",2.298
"1867","SPBC651.01c",2.581
"1868","SPBP22H7.07",1.714
"1869","SPBC725.01",2.574
"1870","SPAC3H8.02",2.209
"1871","SPAC3H8.03",1.462
"1872","SPAC4G9.22",1.113
"1873","SPCC736.04c",2.958
"1874","SPCC330.14c",0.625
"1875","SPAC26F1.09",3.458
"1876","SPCC16A11.17",3.099
"1877","SPBC13G1.12",1.364
"1878","SPAC1565.05",2.663
"1879","SPAC16C9.03",1.956
"1880","SPAC7D4.13c",1.367
"1881","SPAC57A10.04",1.346
"1882","SPAP14E8.02",2.364
"1883","SPAC806.08c",2.405
"1884","SPAC4C5.02c",2.466
"1885","SPAP27G11.09c",1.73
"1886","SPBP8B7.08c",1.418
"1887","SPBC1105.04c",2.018
"1888","SPAC1851.04c",3.443
"1889","SPCC965.04c",2.598
"1890","SPAC23H4.07c",0.882
"1891","SPBC26H8.09c",2.279
"1892","SPAC4G9.15",1.342
"1893","SPBC29A10.12",1.141
"1894","SPBC8D2.13",3.137
"1895","SPCC1322.13",1.745
"1896","SPBC354.10",3.416
"1897","SPCC965.06",1.962
"1898","SPAC26H5.05",3.806
"1899","SPNCRNA.1433",0.719
"1900","SPBC16E9.05",1.799
"1901","SPBC428.12c",0.989
"1902","SPBP35G2.05c",2.179
"1903","SPAC3A11.12c",2.088
"1904","SPAC16.02c",2.399
"1905","SPAC27F1.04c",1.735
"1906","SPBC17G9.02c",1.617
"1907","SPAC16A10.04",1.682
"1908","SPBC25B2.06c",1.319
"1909","SPBC4B4.01c",1.718
"1910","SPCC777.08c",1.733
"1911","SPAC26F1.13c",3.713
"1912","SPAC1B2.03c",2.253
"1913","SPBC947.09",1.757
"1914","SPNCRNA.466",1.333
"1915","SPCP31B10.08c",0.616
"1916","SPBC16D10.09",1.434
"1917","SPAC6G10.09",3.702
"1918","SPAC20G4.01",1.196
"1919","SPAC1805.02c",1.209
"1920","SPBC25B2.02c",4.45
"1921","SPNCRNA.1533",1.307
"1922","SPAC17A5.16",3.977
"1923","SPBC29A3.21",0.303
"1924","SPAC3G6.04",1.375
"1925","SPAC3A12.06c",2.777
"1926","SPAC19G12.07c",3.069
"1927","SPCC1393.04",1.554
"1928","SPAC1687.19c",1.521
"1929","SPAC16E8.12c",1.204
"1930","SPBC16C6.14",0.599
"1931","SPBC12D12.03",2.266
"1932","SPMITTRNAPRO.01",0.075
"1933","SPAC1093.03",3.715
"1934","SPBC3E7.01",7.88
"1935","SPBC25H2.06c",2.343
"1936","SPBC119.17",3.405
"1937","SPCC962.01",4.95
"1938","SPBC2D10.13",1.685
"1939","SPAC9E9.11",1.205
"1940","SPCC24B10.18",0.924
"1941","SPAC3H1.07",1.242
"1942","SPAC27F1.06c",1.305
"1943","SPCC553.02",3.183
"1944","SPBC800.05c",1.877
"1945","SPBP19A11.01",1.147
"1946","SPBTRNAASN.01",0.074
"1947","SPBTRNAMET.05",0.081
"1948","SPAC3H5.08c",3.492
"1949","SPAC16E8.11c",2.223
"1950","SPBC20F10.04c",1.564
"1951","SPAC20G8.10c",1.598
"1952","SPNCRNA.810",1.148
"1953","SPCC1235.05c",4.231
"1954","SPAC1486.05",5.453
"1955","SPNCRNA.1626",5.113
"1956","SPNCRNA.1023",1.799
"1957","SPBP23A10.17",1.787
"1958","SPAC1F7.08",2.795
"1959","SPAC1834.11c",3.085
"1960","SPBC21B10.03c",3.035
"1961","SPAC9E9.03",2.677
"1962","SPBC14F5.05c",1.833
"1963","SPAC821.12",2.104
"1964","SPAC10F6.04",2.866
"1965","SPAC1071.09c",2.586
"1966","SPAC6B12.02c",5.956
"1967","SPNCRNA.614",1.748
"1968","SPAC15A10.12c",1.261
"1969","SPBC16A3.16",1.251
"1970","SPCC4B3.01",1.265
"1971","SPNCRNA.269",1.1
"1972","SPBC336.08",3.997
"1973","SPAC11D3.06",1.859
"1974","SPNCRNA.1457",3.559
"1975","SPBC646.17c",1.799
"1976","SPCC1620.07c",2.292
"1977","SPCC364.03",0.969
"1978","SPAC7D4.06c",1.867
"1979","SPBC725.08",2.231
"1980","SPCC1450.16c",2.159
"1981","SPCC338.08",1.524
"1982","SPAC4D7.11",1.79
"1983","SPAPJ760.02c",3.17
"1984","SPNCRNA.830",0.88
"1985","SPAPB8E5.07c",3.655
"1986","SPBC649.03",1.418
"1987","SPCC18.07",1.502
"1988","SPBC409.04c",1.924
"1989","SPBC11C11.10",1.483
"1990","SPAC11D3.02c",0.627
"1991","SPAC4F10.20",0.887
"1992","SPAC977.01",1.306
"1993","SPNCRNA.797",1.29
"1994","SPAC2C4.05",1.021
"1995","SPBC646.06c",1.658
"1996","SPBP35G2.10",4.479
"1997","SPBC685.04c",1.038
"1998","SPBC543.02c",1.993
"1999","SPBC336.04",4.978
"2000","SPBC1778.06c",2.606
"2001","SPAC22E12.04",1.389
"2002","SPNCRNA.1519",1.011
"2003","SPNCRNA.08",0.639
"2004","SPNCRNA.09",0.731
"2005","SPBC1711.08",1.819
"2006","SPNCRNA.783",1.424
"2007","SPBC17A3.05c",1.982
"2008","SPBP8B7.22",1.53
"2009","SPAC30C2.05",1.136
"2010","SPNCRNA.713",2.444
"2011","SPBC26H8.06",1.386
"2012","SPBC1734.11",2.426
"2013","SPCC569.08c",1.646
"2014","SPAC17G6.03",4.628
"2015","SPAPB8E5.02c",1.734
"2016","SPAC1A6.01c",3.815
"2017","SPAC1A6.03c",2.421
"2018","SPCC11E10.08",4.218
"2019","SPNCRNA.1573",1.746
"2020","SPBC2G2.16",1.616
"2021","SPBP8B7.11",2.04
"2022","SPAC890.07c",2.063
"2023","SPAC227.14",2.593
"2024","SPBC530.14c",3.191
"2025","SPBC2F12.14c",2.004
"2026","SPAC328.02",3.994
"2027","SPCC1281.05",3.412
"2028","SPBP22H7.08",0.593
"2029","SPAC13G7.02c",2.402
"2030","SPBC216.01c",3.066
"2031","SPBC18E5.04",1.089
"2032","SPCC191.08",0.936
"2033","SPNCRNA.793",2.324
"2034","SPBC713.03",2.24
"2035","SPBC887.13c",1.77
"2036","SPAC57A7.06",3.193
"2037","SPCC1795.10c",1.555
"2038","SPNCRNA.1537",1.278
"2039","SPBPB7E8.02",3.763
"2040","SPNCRNA.1469",3.635
"2041","SPBC18H10.04c",1.842
"2042","SPAC31A2.14",3.563
"2043","SPBC1604.19c",2.144
"2044","SPBC409.03",1.13
"2045","SPBC16D10.06",2.132
"2046","SPBC31F10.09c",1.916
"2047","SPCC737.08",14.362
"2048","SPATRNAILE.02",0.099
"2049","SPAC6F12.11c",2.323
"2050","SPBC3B8.07c",2.351
"2051","SPBC3H7.05c",2.145
"2052","SPBC29A10.01",2.594
"2053","SPBC2G2.03c",0.635
"2054","SPAC30D11.06c",2.202
"2055","SPNCRNA.1421",3.684
"2056","SPBP35G2.17",2.044
"2057","SPAC4F8.14c",1.743
"2058","SPCC1840.02c",7.848
"2059","SPNCRNA.866",3.973
"2060","SPBC146.07",1.926
"2061","SPAC23H3.02c",0.987
"2062","SPBC16E9.18",1.736
"2063","SPAC139.01c",2.929
"2064","SPAC222.11",1.428
"2065","SPATRNASER.01",0.098
"2066","SPATRNAMET.01",0.072
"2067","SPBC32F12.07c",2.53
"2068","SPMITTRNAHIS.01",0.073
"2069","SPCPJ732.02c",2.64
"2070","SPBC887.09c",3.009
"2071","SPBP16F5.08c",2.698
"2072","SPBC31F10.04c",2.078
"2073","SPAC688.12c",1.106
"2074","SPBC25D12.05",2.126
"2075","SPCC584.04",2.616
"2076","SPNCRNA.1669",2.258
"2077","SPNCRNA.1606",3.008
"2078","SPBC2D10.07c",0.734
"2079","SPBC2D10.11c",1.45
"2080","SPAC2F7.07c",2.114
"2081","SPBC119.08",2.157
"2082","SPBC30D10.02",1.086
"2083","SPBC2F12.07c",0.946
"2084","SPAC186.02c",1.294
"2085","SPCC1259.11c",2.526
"2086","SPAC1039.02",2.908
"2087","SPAC17H9.09c",1.208
"2088","SPCC1235.10c",2.937
"2089","SPCC1223.10c",1.948
"2090","SPBC1105.05",2.016
"2091","SPCC126.10",1.269
"2092","SPBC16G5.11c",1.349
"2093","SPAC1142.02c",1.348
"2094","SPNCRNA.1316",3.107
"2095","SPBC106.17c",2.076
"2096","SPBC1734.03",2.705
"2097","SPBC582.09",1.363
"2098","SPBC216.03",1.319
"2099","SPBC211.01",2.689
"2100","SPBC17F3.01c",1.651
"2101","SPNCRNA.1605",0.413
"2102","SPCC16C4.05",0.836
"2103","SPNCRNA.1220",0.612
"2104","SPBC19G7.19",0.511
"2105","SPAC22A12.05",0.466
"2106","SPNCRNA.771",2.175
"2107","SPAC2G11.14",3.335
"2108","SPAC644.13c",3.269
"2109","SPNCRNA.1052",1.509
"2110","SPBC839.04",0.978
"2111","SPCC1682.09c",1.858
"2112","SPAC20G8.03",2.213
"2113","SPAC19A8.05c",2.168
"2114","SPNCRNA.1680",1.289
"2115","SPBP8B7.09c",3.099
"2116","SPBC3H7.11",0.903
"2117","SPAC29A4.07",2.248
"2118","SPAC1142.07c",1.268
"2119","SPCC1020.08",2.552
"2120","SPCC1739.05",1.37
"2121","SPBC11G11.06c",1.793
"2122","SPCP31B10.04",1.483
"2123","SPAC4G8.12c",2.903
"2124","SPNCRNA.497",0.075
"2125","SPNCRNA.1247",0.54
"2126","SPAC1834.03c",0.772
"2127","SPNCRNA.1647",1.457
"2128","SPNCRNA.564",2.151
"2129","SPNCRNA.1037",2.562
"2130","SPAC1782.05",1.386
"2131","SPAPB1A11.04c",4.179
"2132","SPBC1105.03c",1.651
"2133","SPAC144.11",0.595
"2134","SPCC1494.08c",1.284
"2135","SPNCRNA.708",2.076
"2136","SPCC1281.01",8.668
"2137","SPAC2F7.10",2.966
"2138","SPBP19A11.03c",2.98
"2139","SPAC23C4.15",1.242
"2140","SPBC11C11.01",2.291
"2141","SPCC1884.01",1.817
"2142","SPCC74.06",7.401
"2143","SPCC569.01c",1.84
"2144","SPAC6G9.10c",5.662
"2145","SPBC365.13c",2.401
"2146","SPBC1105.07c",2.568
"2147","SPAC3A12.05c",3.903
"2148","SPAC227.03c",1.748
"2149","SPBC216.06c",7.523
"2150","SPAC3H5.11",2.468
"2151","SPAC1071.13",3.806
"2152","SPAC25G10.05c",1.456
"2153","SPBP4H10.16c",1.282
"2154","SPBP4H10.17c",1.536
"2155","SPBC4C3.03",1.794
"2156","SPCC663.03",5.585
"2157","SPAC22F3.10c",2.358
"2158","SPCC1620.08",2.137
"2159","SPAC1071.03c",1.829
"2160","SPBC651.03c",1.777
"2161","SPCC1919.08c",0.642
"2162","SPAC16.05c",2.144
"2163","SPAC1565.01",2.923
"2164","SPNCRNA.1403",1.028
"2165","SPAC806.07",0.74
"2166","SPAC14C4.07",2.566
"2167","SPCC1672.01",5.589
"2168","SPBC1709.09",1.098
"2169","SPAC17A5.02c",1.942
"2170","SPAPB1A10.13",3.133
"2171","SPNCRNA.607",2.095
"2172","SPAC9E9.14",1.453
"2173","SPAC4G9.05",3.25
"2174","SPBC4B4.08",2.245
"2175","SPAC4G8.10",2.072
"2176","SPNCRNA.1488",2.122
"2177","SPCC290.02",1.581
"2178","SPCC1183.02",1.092
"2179","SPCC1322.04",1.921
"2180","SPBP23A10.12",1.889
"2181","SPCC320.04c",2.758
"2182","SPCC1919.12c",4.669
"2183","SPAC1F5.06",4.691
"2184","SPNCRNA.1464",0.877
"2185","SPAC17G6.15c",1.947
"2186","SPAC17G6.16c",3.024
"2187","SPAC1687.12c",1.179
"2188","SPBC4C3.09",1.712
"2189","SPBC16G5.17",2.104
"2190","SPBC16G5.09",2.028
"2191","SPAC7D4.04",3.281
"2192","SPAC57A7.11",4.238
"2193","SPNCRNA.640",0.96
"2194","SPBC1347.10",2.605
"2195","SPBC16C6.07c",1.8
"2196","SPBC3B8.02",2.621
"2197","SPAC823.11",2.089
"2198","SPAC6F12.02",3.754
"2199","SPNCRNA.1363",1.686
"2200","SPNCRNA.743",1.488
"2201","SPBC776.04",2.779
"2202","SPAC26H5.04",2.862
"2203","SPCC1672.06c",3.093
"2204","SPAC9E9.09c",1.908
"2205","SPAC17A5.18c",2.606
"2206","SPAC20G8.07c",1.151
"2207","SPAC1527.03",2.501
"2208","SPCC1739.03",4.945
"2209","SPCC330.09",2.252
"2210","SPAC3H5.05c",0.64
"2211","SPAC25H1.05",1.106
"2212","SPAC31A2.06",5.062
"2213","SPBP4G3.02",2.681
"2214","SPAC1751.02c",1.31
"2215","SPNCRNA.1045",1.383
"2216","SPCC777.02",2.333
"2217","SPBC1271.09",1.678
"2218","SPBC1685.03",1.582
"2219","SPAC30.01c",5.681
"2220","SPBC29A3.18",1.49
"2221","SPCC1906.02c",2.045
"2222","SPBC21B10.13c",1.995
"2223","SPCC16C4.10",1.559
"2224","SPBC365.15",3.166
"2225","SPCC1840.06",1.156
"2226","SPAC31F12.01",4.793
"2227","SPAC513.01c",2.632
"2228","SPCC1322.09",1.752
"2229","SPNCRNA.666",1.986
"2230","SPCC11E10.07c",1.639
"2231","SPAC15F9.03c",0.966
"2232","SPBC713.02c",4.044
"2233","SPNCRNA.316",0.815
"2234","SPNCRNA.621",0.726
"2235","SPAC13A11.06",2.141
"2236","SPBC543.09",3.061
"2237","SPCC16A11.10c",1.444
"2238","SPBC660.12c",3.161
"2239","SPBC24C6.03",2.163
"2240","SPCC663.01c",3.451
"2241","SPCC330.11",4.044
"2242","SPCC1840.07c",1.628
"2243","SPBC2D10.14c",4.752
"2244","SPCC663.13c",0.683
"2245","SPCC4B3.05c",1.974
"2246","SPBC56F2.07c",2.685
"2247","SPAC18B11.07c",1.161
"2248","SPAC17G6.17",1.63
"2249","SPCC550.05",2.042
"2250","SPNCRNA.1226",3.844
"2251","SPBC1347.07",2.314
"2252","SPBC146.01",4.225
"2253","SPNCRNA.724",4.561
"2254","SPBC14F5.09c",2.713
"2255","SPBC32H8.08c",1.621
"2256","SPBC725.14",1.763
"2257","SPCC24B10.09",0.541
"2258","SPCC1827.06c",1.668
"2259","SPBC16A3.11",2.793
"2260","SPAC16E8.05c",1.34
"2261","SPAC20G8.08c",3.542
"2262","SPBP35G2.08c",1.513
"2263","SPAC4A8.05c",6.448
"2264","SPBC13A2.04c",2.918
"2265","SPBC577.03c",2.206
"2266","SPNCRNA.1253",1.781
"2267","SPNCRNA.980",3.877
"2268","SPCTRNAASP.05",0.071
"2269","SPAC922.05c",3.573
"2270","SPBC1921.07c",1.32
"2271","SPBC32H8.09",1.988
"2272","SPBC16A3.01",2.235
"2273","SPBC115.03",2.19
"2274","SPAPB1A10.10c",1.273
"2275","SPBC119.09c",1.873
"2276","SPBP23A10.15c",2.102
"2277","SPNCRNA.1624",1.837
"2278","SPCC1442.14c",0.684
"2279","SPAC1952.06c",2.519
"2280","SPBC18E5.01",1.809
"2281","SPCC1672.07",3.035
"2282","SPBP8B7.24c",1.179
"2283","SPAC167.04",1.355
"2284","SPCC1753.01c",3.719
"2285","SPAC2F3.10",3.386
"2286","SPAPB17E12.13",0.712
"2287","SPNCRNA.21",0.27
"2288","SPBTRNATRP.03",0.073
"2289","SPAC6F6.01",6.455
"2290","SPSNORNA.02",0.078
"2291","SPAC144.08",2.912
"2292","SPCC132.03",1.42
"2293","SPBC32F12.09",2.233
"2294","SPAC1834.07",2.46
"2295","SPBC9B6.07",1.106
"2296","SPAC5H10.04",2.665
"2297","SPAC2C4.11c",1.243
"2298","SPAC1002.12c",1.939
"2299","SPCC1739.07",1.626
"2300","SPBC8D2.03c",0.855
"2301","SPBC3H7.01",1.849
"2302","SPNCRNA.24",0.731
"2303","SPAC589.08c",0.744
"2304","SPBP4H10.05c",1.497
"2305","SPBC12C2.07c",1.228
"2306","SPCC16A11.01",2.034
"2307","SPCC1223.06",4.262
"2308","SPBC887.12",4.329
"2309","SPBC1861.04c",3.775
"2310","SPAC688.11",3.705
"2311","SPAPB18E9.04c",2.78
"2312","SPBC2G5.04c",1.309
"2313","SPBC1703.13c",1.387
"2314","SPNCRNA.110",0.273
"2315","SPAC823.15",1.691
"2316","SPBC25B2.01",2.095
"2317","SPBC31F10.12",0.974
"2318","SPAC13G7.10",1.516
"2319","SPAC343.08c",3.061
"2320","SPAC12B10.06c",0.754
"2321","SPBC646.10c",1.732
"2322","SPAC3H1.13",1.376
"2323","SPAC4H3.12c",0.574
"2324","SPSNORNA.30",0.074
"2325","SPBC887.18c",1.711
"2326","SPCC1494.07",4.832
"2327","SPCC191.02c",2.278
"2328","SPNCRNA.622",2.627
"2329","SPNCRNA.1103",1.845
"2330","SPAPJ696.01c",4.595
"2331","SPBC83.14c",1.872
"2332","SPAC25B8.14",2.304
"2333","SPAC25B8.16",2.535
"2334","SPAC56F8.14c",4.048
"2335","SPAC24H6.11c",4.462
"2336","SPNCRNA.889",0.857
"2337","SPAC343.09",1.833
"2338","SPAC17G6.07c",1.219
"2339","SPAC23H4.11c",1.109
"2340","SPBC4F6.09",3.004
"2341","SPCC794.11c",2.118
"2342","SPBC30D10.17c",1.987
"2343","SPNCRNA.1430",0.563
"2344","SPBC354.03",1.848
"2345","SPCC126.11c",1.314
"2346","SPAC14C4.04",1.708
"2347","SPAC6F6.13c",2.607
"2348","SPCC162.01c",0.968
"2349","SPBC15C4.03",1.604
"2350","SPAC22G7.07c",2.435
"2351","SPAC869.02c",2.086
"2352","SPAPJ698.03c",3.899
"2353","SPNCRNA.1016",0.529
"2354","SPAC343.10",2.253
"2355","SPBC16G5.08",1.892
"2356","SPBC725.17c",1.001
"2357","SPNCRNA.903",0.673
"2358","SPAC824.08",2.357
"2359","SPAC18G6.06",1.137
"2360","SPBC577.11",2.059
"2361","SPCC1442.04c",2.203
"2362","SPAC1F7.05",3.032
"2363","SPNCRNA.1674",1.352
"2364","SPNCRNA.113",0.493
"2365","SPAC2F7.13c",1.641
"2366","SPSNORNA.21",0.112
"2367","SPAC2E12.05",2.974
"2368","SPAC19A8.13",1.118
"2369","SPAC926.02",2.871
"2370","SPBC21D10.12",2.206
"2371","SPAC2C4.15c",1.465
"2372","SPBC19F5.04",2.25
"2373","SPBC23E6.04c",5.433
"2374","SPAC607.08c",1.74
"2375","SPAC22G7.05",2.061
"2376","SPNCRNA.437",0.552
"2377","SPAC18B11.04",1.556
"2378","SPBC460.05",1.593
"2379","SPBC30B4.05",3.213
"2380","SPBC1683.09c",2.141
"2381","SPAC23H3.08c",1.509
"2382","SPBC776.05",2.046
"2383","SPBC660.14",2.76
"2384","SPAC19B12.05c",3.066
"2385","SPBC1215.02c",3.132
"2386","SPAC57A10.12c",1.707
"2387","SPCC970.04c",2.859
"2388","SPCC1529.01",2.722
"2389","SPBC3B9.17",0.91
"2390","SPBC25H2.15",1.191
